
// punkty
points_count 654
465 483 466
465 482 483
466 484 467
466 483 484
467 485 468
467 484 485
468 486 469
468 485 486
469 487 470
469 486 487
470 488 471
470 487 488
471 489 472
471 488 489
472 490 473
472 489 490
473 491 474
473 490 491
474 492 475
474 491 492
475 493 476
475 492 493
476 494 477
476 493 494
477 495 478
477 494 495
478 496 479
478 495 496
479 497 480
479 496 497
480 498 481
480 497 498
481 482 465
481 498 482
482 500 483
482 499 500
483 501 484
483 500 501
484 502 485
484 501 502
485 503 486
485 502 503
486 504 487
486 503 504
487 505 488
487 504 505
488 506 489
488 505 506
489 507 490
489 506 507
490 508 491
490 507 508
491 509 492
491 508 509
492 510 493
492 509 510
493 511 494
493 510 511
494 512 495
494 511 512
495 513 496
495 512 513
496 514 497
496 513 514
497 515 498
497 514 515
498 499 482
498 515 499
499 517 500
499 516 517
500 518 501
500 517 518
501 519 502
501 518 519
502 520 503
502 519 520
503 521 504
503 520 521
504 522 505
504 521 522
505 523 506
505 522 523
506 524 507
506 523 524
507 525 508
507 524 525
508 526 509
508 525 526
509 527 510
509 526 527
510 528 511
510 527 528
511 529 512
511 528 529
512 530 513
512 529 530
513 531 514
513 530 531
514 532 515
514 531 532
515 516 499
515 532 516
516 534 517
516 533 534
517 535 518
517 534 535
518 536 519
518 535 536
519 537 520
519 536 537
520 538 521
520 537 538
521 539 522
521 538 539
522 540 523
522 539 540
523 541 524
523 540 541
524 542 525
524 541 542
525 543 526
525 542 543
526 544 527
526 543 544
527 545 528
527 544 545
528 546 529
528 545 546
529 547 530
529 546 547
530 548 531
530 547 548
531 549 532
531 548 549
532 533 516
532 549 533
533 551 534
533 550 551
534 552 535
534 551 552
535 553 536
535 552 553
536 554 537
536 553 554
537 555 538
537 554 555
538 556 539
538 555 556
539 557 540
539 556 557
540 558 541
540 557 558
541 559 542
541 558 559
542 560 543
542 559 560
543 561 544
543 560 561
544 562 545
544 561 562
545 563 546
545 562 563
546 564 547
546 563 564
547 565 548
547 564 565
548 566 549
548 565 566
549 550 533
549 566 550
550 568 551
550 567 568
551 569 552
551 568 569
552 570 553
552 569 570
553 571 554
553 570 571
554 572 555
554 571 572
555 573 556
555 572 573
556 574 557
556 573 574
557 575 558
557 574 575
558 576 559
558 575 576
559 577 560
559 576 577
560 578 561
560 577 578
561 579 562
561 578 579
562 580 563
562 579 580
563 581 564
563 580 581
564 582 565
564 581 582
565 583 566
565 582 583
566 567 550
566 583 567
567 585 568
567 584 585
568 586 569
568 585 586
569 587 570
569 586 587
570 588 571
570 587 588
571 589 572
571 588 589
572 590 573
572 589 590
573 591 574
573 590 591
574 592 575
574 591 592
575 593 576
575 592 593
576 594 577
576 593 594
577 595 578
577 594 595
578 596 579
578 595 596
579 597 580
579 596 597
580 598 581
580 597 598
581 599 582
581 598 599
582 600 583
582 599 600
583 584 567
583 600 584
584 602 585
584 601 602
585 603 586
585 602 603
586 604 587
586 603 604
587 605 588
587 604 605
588 606 589
588 605 606
589 607 590
589 606 607
590 608 591
590 607 608
591 609 592
591 608 609
592 610 593
592 609 610
593 611 594
593 610 611
594 612 595
594 611 612
595 613 596
595 612 613
596 614 597
596 613 614
597 615 598
597 614 615
598 616 599
598 615 616
599 617 600
599 616 617
600 601 584
600 617 601
601 619 602
601 618 619
602 620 603
602 619 620
603 621 604
603 620 621
604 622 605
604 621 622
605 623 606
605 622 623
606 624 607
606 623 624
607 625 608
607 624 625
608 626 609
608 625 626
609 627 610
609 626 627
610 628 611
610 627 628
611 629 612
611 628 629
612 630 613
612 629 630
613 631 614
613 630 631
614 632 615
614 631 632
615 633 616
615 632 633
616 634 617
616 633 634
617 618 601
617 634 618
618 636 619
618 635 636
619 637 620
619 636 637
620 638 621
620 637 638
621 639 622
621 638 639
622 640 623
622 639 640
623 641 624
623 640 641
624 642 625
624 641 642
625 643 626
625 642 643
626 644 627
626 643 644
627 645 628
627 644 645
628 646 629
628 645 646
629 647 630
629 646 647
630 648 631
630 647 648
631 649 632
631 648 649
632 650 633
632 649 650
633 651 634
633 650 651
634 635 618
634 651 635
653 380 381
636 635 652
653 381 382
637 636 652
653 382 383
638 637 652
653 383 384
639 638 652
653 384 385
640 639 652
653 385 386
641 640 652
653 386 387
642 641 652
653 387 388
643 642 652
653 388 389
644 643 652
653 389 390
645 644 652
653 390 391
646 645 652
653 391 392
647 646 652
653 392 393
648 647 652
653 393 394
649 648 652
653 394 395
650 649 652
653 395 396
651 650 652
653 396 380
635 651 652


// czêœci
parts_count 2
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 


//liczba modeli powierzchni wraz z ich parametrami
2
rgb 1 1 1
kd 0.5 1 0
ks 0 0 0
ka 1 0 1
g 2
rgb 1 0 0
kd 0.5 0.5 0.5
ks 0.3 0.3 0.1
ka 0.2 0.2 0.2
g 500

//pozycja oraz barwa punktowego œwiat³a
1 2 3 0 1 0
